iso,country,indicator,nutrients,time,unit,value,datetime
RUS,Russia,Balance (inputs minus outputs),Nitrogen,2014,Tonnes,523541.472,2014-01-01
RUS,Russia,Balance (inputs minus outputs),Nitrogen,2015,Tonnes,873726.723,2015-01-01
RUS,Russia,Balance (inputs minus outputs),Nitrogen,2016,Tonnes,867900.052,2016-01-01
RUS,Russia,Balance (inputs minus outputs),Nitrogen,2017,Tonnes,429378.518,2017-01-01
RUS,Russia,Balance (inputs minus outputs),Nitrogen,2018,Tonnes,1070578.985,2018-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1992,Tonnes,1087379.803,1992-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1993,Tonnes,785129.386,1993-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1994,Tonnes,500895.491,1994-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1995,Tonnes,476371.96,1995-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1996,Tonnes,386248.441,1996-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1997,Tonnes,192003.944,1997-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1998,Tonnes,265509.737,1998-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,1999,Tonnes,152134.769,1999-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2000,Tonnes,128264.836,2000-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2001,Tonnes,52946.188,2001-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2002,Tonnes,42600.411,2002-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2003,Tonnes,110678.266,2003-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2004,Tonnes,68516.386,2004-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2005,Tonnes,27811.41,2005-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2006,Tonnes,24508.65,2006-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2007,Tonnes,44953.342,2007-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2008,Tonnes,-39622.845,2008-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2009,Tonnes,7460.737,2009-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2010,Tonnes,163958.073,2010-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2011,Tonnes,-246.802,2011-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2012,Tonnes,122141.725,2012-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2013,Tonnes,-3458.402,2013-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2014,Tonnes,-21101.643,2014-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2015,Tonnes,-16523.683,2015-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2016,Tonnes,-23970.776,2016-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2017,Tonnes,-71168.669,2017-01-01
RUS,Russia,Balance (inputs minus outputs),Phosphorus,2018,Tonnes,-14649.845,2018-01-01
RUS,Russia,Balance per hectare,Nitrogen,1992,Kilograms,18.846,1992-01-01
RUS,Russia,Balance per hectare,Nitrogen,1993,Kilograms,16.228,1993-01-01
RUS,Russia,Balance per hectare,Nitrogen,1994,Kilograms,11.463,1994-01-01
RUS,Russia,Balance per hectare,Nitrogen,1995,Kilograms,11.379,1995-01-01
RUS,Russia,Balance per hectare,Nitrogen,1996,Kilograms,9.203,1996-01-01
RUS,Russia,Balance per hectare,Nitrogen,1997,Kilograms,5.301,1997-01-01
RUS,Russia,Balance per hectare,Nitrogen,1998,Kilograms,7.587,1998-01-01
RUS,Russia,Balance per hectare,Nitrogen,1999,Kilograms,6.336,1999-01-01
RUS,Russia,Balance per hectare,Nitrogen,2000,Kilograms,5.02,2000-01-01
RUS,Russia,Balance per hectare,Nitrogen,2001,Kilograms,3.507,2001-01-01
RUS,Russia,Balance per hectare,Nitrogen,2002,Kilograms,2.43,2002-01-01
RUS,Russia,Balance per hectare,Nitrogen,2003,Kilograms,3.878,2003-01-01
RUS,Russia,Balance per hectare,Nitrogen,2004,Kilograms,2.801,2004-01-01
RUS,Russia,Balance per hectare,Nitrogen,2005,Kilograms,2.113,2005-01-01
RUS,Russia,Balance per hectare,Nitrogen,2006,Kilograms,2.025,2006-01-01
RUS,Russia,Balance per hectare,Nitrogen,2007,Kilograms,2.972,2007-01-01
RUS,Russia,Balance per hectare,Nitrogen,2008,Kilograms,1.546,2008-01-01
RUS,Russia,Balance per hectare,Nitrogen,2009,Kilograms,2.837,2009-01-01
RUS,Russia,Balance per hectare,Nitrogen,2010,Kilograms,6.881,2010-01-01
RUS,Russia,Balance per hectare,Nitrogen,2011,Kilograms,3.154,2011-01-01
RUS,Russia,Balance per hectare,Nitrogen,2012,Kilograms,6.17,2012-01-01
RUS,Russia,Balance per hectare,Nitrogen,2013,Kilograms,3.53,2013-01-01
RUS,Russia,Balance per hectare,Nitrogen,2014,Kilograms,2.429,2014-01-01
RUS,Russia,Balance per hectare,Nitrogen,2015,Kilograms,4.055,2015-01-01
RUS,Russia,Balance per hectare,Nitrogen,2016,Kilograms,4.027,2016-01-01
RUS,Russia,Balance per hectare,Nitrogen,2017,Kilograms,1.993,2017-01-01
RUS,Russia,Balance per hectare,Nitrogen,2018,Kilograms,4.968,2018-01-01
RUS,Russia,Balance per hectare,Phosphorus,1992,Kilograms,4.906,1992-01-01
RUS,Russia,Balance per hectare,Phosphorus,1993,Kilograms,3.588,1993-01-01
RUS,Russia,Balance per hectare,Phosphorus,1994,Kilograms,2.301,1994-01-01
RUS,Russia,Balance per hectare,Phosphorus,1995,Kilograms,2.201,1995-01-01
RUS,Russia,Balance per hectare,Phosphorus,1996,Kilograms,1.787,1996-01-01
RUS,Russia,Balance per hectare,Phosphorus,1997,Kilograms,0.881,1997-01-01
RUS,Russia,Balance per hectare,Phosphorus,1998,Kilograms,1.222,1998-01-01
RUS,Russia,Balance per hectare,Phosphorus,1999,Kilograms,0.702,1999-01-01
RUS,Russia,Balance per hectare,Phosphorus,2000,Kilograms,0.591,2000-01-01
RUS,Russia,Balance per hectare,Phosphorus,2001,Kilograms,0.244,2001-01-01
RUS,Russia,Balance per hectare,Phosphorus,2002,Kilograms,0.197,2002-01-01
RUS,Russia,Balance per hectare,Phosphorus,2003,Kilograms,0.512,2003-01-01
RUS,Russia,Balance per hectare,Phosphorus,2004,Kilograms,0.317,2004-01-01
RUS,Russia,Balance per hectare,Phosphorus,2005,Kilograms,0.129,2005-01-01
RUS,Russia,Balance per hectare,Phosphorus,2006,Kilograms,0.114,2006-01-01
RUS,Russia,Balance per hectare,Phosphorus,2007,Kilograms,0.209,2007-01-01
RUS,Russia,Balance per hectare,Phosphorus,2008,Kilograms,-0.184,2008-01-01
RUS,Russia,Balance per hectare,Phosphorus,2009,Kilograms,0.035,2009-01-01
RUS,Russia,Balance per hectare,Phosphorus,2010,Kilograms,0.761,2010-01-01
RUS,Russia,Balance per hectare,Phosphorus,2011,Kilograms,-0.001,2011-01-01
RUS,Russia,Balance per hectare,Phosphorus,2012,Kilograms,0.567,2012-01-01
RUS,Russia,Balance per hectare,Phosphorus,2013,Kilograms,-0.016,2013-01-01
RUS,Russia,Balance per hectare,Phosphorus,2014,Kilograms,-0.098,2014-01-01
RUS,Russia,Balance per hectare,Phosphorus,2015,Kilograms,-0.077,2015-01-01
RUS,Russia,Balance per hectare,Phosphorus,2016,Kilograms,-0.111,2016-01-01
RUS,Russia,Balance per hectare,Phosphorus,2017,Kilograms,-0.33,2017-01-01
RUS,Russia,Balance per hectare,Phosphorus,2018,Kilograms,-0.068,2018-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1990,Tonnes,1836000.0,1990-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1991,Tonnes,1662000.0,1991-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1992,Tonnes,3848382.962,1992-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1993,Tonnes,3222112.272,1993-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1994,Tonnes,3071239.363,1994-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1995,Tonnes,2753436.646,1995-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1996,Tonnes,2328075.692,1996-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1997,Tonnes,2163954.563,1997-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1998,Tonnes,1958757.782,1998-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,1999,Tonnes,1826835.18,1999-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2000,Tonnes,1788029.427,2000-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2001,Tonnes,1722029.85,2001-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2002,Tonnes,1802370.383,2002-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2003,Tonnes,1817150.847,2003-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2004,Tonnes,1736380.999,2004-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2005,Tonnes,1725560.097,2005-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2006,Tonnes,1798397.758,2006-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2007,Tonnes,1837183.427,2007-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2008,Tonnes,1975210.781,2008-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2009,Tonnes,1862836.808,2009-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2010,Tonnes,1873676.416,2010-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2011,Tonnes,2377898.954,2011-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2012,Tonnes,2493104.128,2012-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2013,Tonnes,2294946.042,2013-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2014,Tonnes,2301599.253,2014-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2015,Tonnes,2258026.022,2015-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2016,Tonnes,2429853.767,2016-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2017,Tonnes,2607748.114,2017-01-01
UKR,Ukraine,Nutrient inputs,Nitrogen,2018,Tonnes,2734542.804,2018-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1990,Tonnes,640640.0,1990-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1991,Tonnes,478720.0,1991-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1992,Tonnes,704913.452,1992-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1993,Tonnes,558243.741,1993-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1994,Tonnes,485845.573,1994-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1995,Tonnes,444583.883,1995-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1996,Tonnes,394469.191,1996-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1997,Tonnes,354789.904,1997-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1998,Tonnes,298764.531,1998-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,1999,Tonnes,280577.493,1999-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2000,Tonnes,266115.371,2000-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2001,Tonnes,244566.175,2001-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2002,Tonnes,243835.288,2002-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2003,Tonnes,238623.894,2003-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2004,Tonnes,214325.614,2004-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2005,Tonnes,204285.958,2005-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2006,Tonnes,240133.128,2006-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2007,Tonnes,244020.914,2007-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2008,Tonnes,236949.031,2008-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2009,Tonnes,238856.1,2009-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2010,Tonnes,243050.375,2010-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2011,Tonnes,261088.223,2011-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2012,Tonnes,283198.812,2012-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2013,Tonnes,275175.223,2013-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2014,Tonnes,274495.818,2014-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2015,Tonnes,256571.822,2015-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2016,Tonnes,279692.576,2016-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2017,Tonnes,310203.361,2017-01-01
UKR,Ukraine,Nutrient inputs,Phosphorus,2018,Tonnes,343656.082,2018-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1990,Tonnes,0.0,1990-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1991,Tonnes,0.0,1991-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1992,Tonnes,1238658.031,1992-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1993,Tonnes,1393752.268,1993-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1994,Tonnes,1139671.484,1994-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1995,Tonnes,1122183.762,1995-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1996,Tonnes,909865.148,1996-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1997,Tonnes,1107752.08,1997-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1998,Tonnes,924610.443,1998-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,1999,Tonnes,894789.339,1999-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2000,Tonnes,921251.364,2000-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2001,Tonnes,1211763.542,2001-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2002,Tonnes,1208620.162,2002-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2003,Tonnes,997411.291,2003-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2004,Tonnes,1266898.547,2004-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2005,Tonnes,1256200.679,2005-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2006,Tonnes,1240983.042,2006-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2007,Tonnes,1081035.031,2007-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2008,Tonnes,1683788.742,2008-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2009,Tonnes,1511719.309,2009-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2010,Tonnes,1390157.211,2010-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2011,Tonnes,1774110.947,2011-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2012,Tonnes,1559409.296,2012-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2013,Tonnes,1936469.959,2013-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2014,Tonnes,2017968.969,2014-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2015,Tonnes,1982033.016,2015-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2016,Tonnes,2142476.523,2016-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2017,Tonnes,2066124.483,2017-01-01
UKR,Ukraine,Nutrient outputs,Nitrogen,2018,Tonnes,2231888.121,2018-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1990,Tonnes,0.0,1990-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1991,Tonnes,0.0,1991-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1992,Tonnes,218780.716,1992-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1993,Tonnes,248076.155,1993-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1994,Tonnes,198449.162,1994-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1995,Tonnes,198400.241,1995-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1996,Tonnes,160545.428,1996-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1997,Tonnes,197135.454,1997-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1998,Tonnes,162068.783,1998-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,1999,Tonnes,155279.002,1999-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2000,Tonnes,159653.828,2000-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2001,Tonnes,214662.609,2001-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2002,Tonnes,213759.703,2002-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2003,Tonnes,174486.091,2003-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2004,Tonnes,224742.656,2004-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2005,Tonnes,220981.189,2005-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2006,Tonnes,215293.852,2006-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2007,Tonnes,189464.959,2007-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2008,Tonnes,297603.543,2008-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2009,Tonnes,263955.341,2009-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2010,Tonnes,240380.615,2010-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2011,Tonnes,314305.954,2011-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2012,Tonnes,272589.472,2012-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2013,Tonnes,342631.889,2013-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2014,Tonnes,352438.866,2014-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2015,Tonnes,342168.752,2015-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2016,Tonnes,370642.637,2016-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2017,Tonnes,357106.222,2017-01-01
UKR,Ukraine,Nutrient outputs,Phosphorus,2018,Tonnes,389123.866,2018-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1990,Tonnes,1836000.0,1990-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1991,Tonnes,1662000.0,1991-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1992,Tonnes,2609724.932,1992-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1993,Tonnes,1828360.004,1993-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1994,Tonnes,1931567.879,1994-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1995,Tonnes,1631252.885,1995-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1996,Tonnes,1418210.544,1996-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1997,Tonnes,1056202.483,1997-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1998,Tonnes,1034147.339,1998-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,1999,Tonnes,932045.841,1999-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2000,Tonnes,866778.063,2000-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2001,Tonnes,510266.308,2001-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2002,Tonnes,593750.221,2002-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2003,Tonnes,819739.557,2003-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2004,Tonnes,469482.452,2004-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2005,Tonnes,469359.419,2005-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2006,Tonnes,557414.716,2006-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2007,Tonnes,756148.396,2007-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2008,Tonnes,291422.039,2008-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2009,Tonnes,351117.5,2009-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2010,Tonnes,483519.205,2010-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2011,Tonnes,603788.008,2011-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2012,Tonnes,933694.831,2012-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2013,Tonnes,358476.084,2013-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2014,Tonnes,283630.285,2014-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2015,Tonnes,275993.006,2015-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2016,Tonnes,287377.244,2016-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2017,Tonnes,541623.631,2017-01-01
UKR,Ukraine,Balance (inputs minus outputs),Nitrogen,2018,Tonnes,502654.683,2018-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1990,Tonnes,640640.0,1990-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1991,Tonnes,478720.0,1991-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1992,Tonnes,486132.736,1992-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1993,Tonnes,310167.586,1993-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1994,Tonnes,287396.412,1994-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1995,Tonnes,246183.642,1995-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1996,Tonnes,233923.763,1996-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1997,Tonnes,157654.451,1997-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1998,Tonnes,136695.749,1998-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,1999,Tonnes,125298.491,1999-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2000,Tonnes,106461.544,2000-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2001,Tonnes,29903.567,2001-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2002,Tonnes,30075.584,2002-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2003,Tonnes,64137.803,2003-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2004,Tonnes,-10417.041,2004-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2005,Tonnes,-16695.231,2005-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2006,Tonnes,24839.276,2006-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2007,Tonnes,54555.955,2007-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2008,Tonnes,-60654.513,2008-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2009,Tonnes,-25099.241,2009-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2010,Tonnes,2669.76,2010-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2011,Tonnes,-53217.731,2011-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2012,Tonnes,10609.34,2012-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2013,Tonnes,-67456.667,2013-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2014,Tonnes,-77943.048,2014-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2015,Tonnes,-85596.93,2015-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2016,Tonnes,-90950.061,2016-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2017,Tonnes,-46902.861,2017-01-01
UKR,Ukraine,Balance (inputs minus outputs),Phosphorus,2018,Tonnes,-45467.785,2018-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1992,Kilograms,62.242,1992-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1993,Kilograms,43.647,1993-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1994,Kilograms,46.142,1994-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1995,Kilograms,38.976,1995-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1996,Kilograms,33.896,1996-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1997,Kilograms,25.235,1997-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1998,Kilograms,24.853,1998-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,1999,Kilograms,22.484,1999-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2000,Kilograms,20.934,2000-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2001,Kilograms,12.33,2001-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2002,Kilograms,14.343,2002-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2003,Kilograms,19.822,2003-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2004,Kilograms,11.353,2004-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2005,Kilograms,11.364,2005-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2006,Kilograms,13.502,2006-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2007,Kilograms,18.324,2007-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2008,Kilograms,7.058,2008-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2009,Kilograms,8.507,2009-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2010,Kilograms,11.717,2010-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2011,Kilograms,14.626,2011-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2012,Kilograms,22.609,2012-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2013,Kilograms,8.633,2013-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2014,Kilograms,6.833,2014-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2015,Kilograms,6.649,2015-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2016,Kilograms,6.922,2016-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2017,Kilograms,13.054,2017-01-01
UKR,Ukraine,Balance per hectare,Nitrogen,2018,Kilograms,12.163,2018-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1992,Kilograms,11.594,1992-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1993,Kilograms,7.404,1993-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1994,Kilograms,6.865,1994-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1995,Kilograms,5.882,1995-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1996,Kilograms,5.591,1996-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1997,Kilograms,3.767,1997-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1998,Kilograms,3.285,1998-01-01
UKR,Ukraine,Balance per hectare,Phosphorus,1999,Kilograms,3.023,1999-01-01
