Report generated on: 07-31-2020 08:32:12
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"","electricity net consumption (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-2-MRT-BKWH.A","        Mauritania","0.08277","0.08928","0.093","0.09393","0.09207","0.09579","0.09672","0.10602","0.10695","0.11439","0.12369","0.12648","0.12927","0.12927","0.13299","0.1488","0.16275","0.17577","0.18135","0.18879","0.2139","0.25854","0.46593","0.44175","0.48174","0.46407","0.42129","0.44454","0.50871","0.5394","0.58776","0.7719","0.84723","0.87327","0.91419","1.0602","1.13553","1.09368","NA"
"INTL.2-2-MUS-BKWH.A","        Mauritius","0.41013","0.40548","0.39897","0.40827","0.4185","0.42129","0.46593","0.52545","0.57009","0.60636","0.66867","0.73191","0.81375","0.86862","0.90582","0.9858","0.86025","0.99789","1.03695","1.25457","1.521","1.629","1.666","1.784","1.856","1.941","2.015","2.108","2.222","2.259","2.372","2.405","2.472","2.565","2.614","2.68","2.726","2.82","NA"
"INTL.2-2-MEX-BKWH.A","        Mexico","56.658","64.356","69.938","72.853","77.006","82.071","84.804","90.998","95.008","101.475","100.479","104.614","108.163","112.38","120.843","125.129","132.892","144.607","149.478","157.565","167.707","171.36","174.145","172.763","184.897","192.818","196.904","202.729","204.966","202.296","216.204","240.302","246.164","233.196","238.057","246.837","258.888","261.47","NA"
"INTL.2-2-FSM-BKWH.A","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA"
"INTL.2-2-MDA-BKWH.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","9.301","6.121","6.841","6.093","5.841","5.477","5.355","4.113","5.623","5.44","6.068","7.136","7.033","7.007","7.401","6.786","6.899","5.853","6.581","5.497","5.692","5.121","5.158","5.167","4.939","5.244","NA"
"INTL.2-2-MNG-BKWH.A","        Mongolia","1.65838","1.82352","2.09553","2.23966","2.39604","2.498","2.722","2.786","2.899","3.233","2.984","2.779","2.584","2.186","2.18","2.35","2.37","2.344","2.343","2.305","2.4","2.467","2.553","2.692","2.87","3.0494","3.2134","3.3634","3.6494","3.5964","3.795","3.876","4.202","5.163","5.588","5.788","5.932","6.427","NA"
"INTL.2-2-MNE-BKWH.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3.669","3.45","3.474","2.96","3.253","3.468","3.264","2.731","2.642","2.834","2.808","2.999","NA"
"INTL.2-2-MSR-BKWH.A","        Montserrat","0.01023","0.01116","0.01116","0.01116","0.01116","0.01116","0.01116","0.01209","0.01209","0.01302","0.01209","0.01302","0.01302","0.01395","0.01395","0.01488","0.01488","0.01581","0.01302","0.01302","0.01023","0.01023","0.01767","0.0186","0.0186","0.0186","0.0186","0.01953","0.02046","0.02046","0.02046","0.01953","0.01953","0.01953","0.02139","0.02139","0.02232","0.02325","NA"
"INTL.2-2-MAR-BKWH.A","        Morocco","4.409","4.774","5.13","5.612","5.776","5.884","6.568","7.018","7.656","7.744","8.37","8.877","9.804","10.218","10.35","11.404","11.617","12.114","12.935","13.103","13.05","14.351","14.856","16.361","17.411","18.3141","19.8721","21.2651","21.7511","22.2431","23.6711","25.5311","27.39","25.772","26.913","27.437","28.261","29.599","NA"
"INTL.2-2-MOZ-BKWH.A","        Mozambique","13.369","3.396","2.813","5.286","0.411","0.307","0.413","0.432","0.456","0.471","0.694","0.812","0.672","1.08","0.896","0.807","0.777","0.881","0.785","1.967","4.157","7.016","5.799","8.185","8.856","9.154","9.569","10.08","9.344","9.324","10.554","10.889","11.3521","11.4264","13.702","17.101","14.507","14.247","NA"
"INTL.2-2-NAM-BKWH.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0.586","0.45","0.32","0.755","0.585","1.728","1.732","1.65","1.279","1.706","1.769","1.942","2.463","2.622","2.981","2.961","3.239","3.239","3.419","3.275","3.347","3.459","3.628","3.764","3.742","3.773","3.893","4.041","NA"
"INTL.2-2-NRU-BKWH.A","        Nauru","0.02232","0.02232","0.02232","0.02325","0.02418","0.02418","0.02511","0.02511","0.02511","0.02511","0.02511","0.02511","0.02604","0.02604","0.02604","0.0279","0.0279","0.0279","0.0279","0.02883","0.02883","0.02604","0.02604","0.02697","0.02697","0.0279","0.02883","0.0186","0.01767","0.01953","0.02139","0.02139","0.02232","0.02139","0.02232","0.02232","0.02325","0.02325","NA"
"INTL.2-2-NPL-BKWH.A","        Nepal","0.2","0.232","0.218","0.321","0.336","0.337","0.377","0.455","0.497","0.509","0.768","0.72","0.737","0.751","0.797","0.984","0.92","0.825","1.073","1.341","1.428","1.441","1.757","1.746","1.865","1.952","2.154","2.292","2.208","2.586","2.746","3.106","3.243","3.658","3.918","3.909","4.959","5.804","NA"
"INTL.2-2-NLD-BKWH.A","        Netherlands","59.916","59.286","58.135","59.221","61.157","62.092","63.019","65.874","69.319","71.557","72.882","75.948","78.124","79.545","82.263","84.141","87.217","89.314","92.532","94.932","99.368","101.454","102.704","104.103","108.554","108.588","110.004","112.402","113.061","107.97","110.055","111.892","109.877","109.489","107.782","108.209","108.805","109.535","NA"
"INTL.2-2-NLDA-BKWH.A","        Netherlands Antilles","0.893","0.902","1.039","1.066","0.982","0.944","0.804","0.538","0.546","0.581","0.631","0.641","0.692","0.745","0.8","0.83","0.869","0.868","0.919","0.917","0.94","0.896","0.849","0.951","0.973","1.003","0.98","1.01","0.998","1.077","1.1","1.123","1.316","1.323","1.318","1.317","1.151","1.055","NA"
"INTL.2-2-NCL-BKWH.A","        New Caledonia","1.23132","1.09368","0.85374","0.65565","0.81654","0.99975","0.9858","0.88629","1.05648","1.06671","1.02114","1.03602","1.03974","1.03974","1.13646","1.46475","1.31595","1.3485","1.40895","1.43778","1.45917","1.52892","1.54473","1.55217","1.48242","1.6647","1.65354","1.70655","1.65726","1.70562","1.87488","1.99857","2.01717","2.20968","2.64306","2.55378","2.73885","2.82255","NA"
"INTL.2-2-NZL-BKWH.A","        New Zealand","20.217","20.068","21.488","22.408","23.992","24.001","25.313","25.601","26.507","27.146","28.395","29.816","27.975","30.278","31.314","31.521","32.652","33.47","35.012","32.987","35.287","35.461","36.668","36.815","38.524","38.835","39.427","39.581","39.542","39.482","40.438","40.202","39.901","39.082","39.448","40.046","39.547","40.086","NA"
"INTL.2-2-NIC-BKWH.A","        Nicaragua","0.901","0.956","0.994","1.091","1.108","1.063","0.935","1.207","1.161","1.289","1.306","1.122","1.183","1.163","1.133","1.185","1.275","1.423","1.456","1.563","1.5581","1.6122","1.9383","1.8055","2.0116","2.1999","2.299","2.284","2.54197","2.846","2.809","2.969","3.273","3.444","3.388","3.63","3.703","3.754","NA"
"INTL.2-2-NER-BKWH.A","        Niger","0.20146","0.24648","0.24746","0.2712","0.24804","0.26292","0.29278","0.31564","0.3215","0.32729","0.33394","0.32843","0.33229","0.33157","0.32534","0.31927","0.33299","0.3262","0.34148","0.28206","0.343","0.338","0.352","0.363","0.425","0.49","0.524","0.559","0.582","0.657","0.708","0.79","0.854","0.867","0.959","1.072","1.066","1.118","NA"
"INTL.2-2-NGA-BKWH.A","        Nigeria","4.685","5.685","5.949","6.061","6.044","6.446","8.325","7.251","7.278","8.345","8.027","8.189","8.425","8.273","7.996","7.908","7.631","7.884","8.554","8.36","11.177","11.727","16.337","15.281","18.362","17.82","17.427","18.477","16.976","15.863","20.971","21.668","22.998","23.144","25.795","25.962","25.459","25.787","NA"
"INTL.2-2-NIU-BKWH.A","        Niue","0.00186","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","0.00279","NA"
"INTL.2-2-PRK-BKWH.A","        North Korea","20.2","20.768","22.733","22.887","25.827","28.608","30.08","30.698","32.428","32.566","32.885","32.837","23.968","23.419","23.23","23.084","21.082","19.025","18.174","15.147","15.68","16.325","15.996","17.006","17.808","18.5745","18.1756","17.4936","18.8497","17.1473","17.6104","15.6954","15.7194","15.0334","14.6594","11.2524","13.8874","13.664","NA"
"INTL.2-2-MKD-BKWH.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","5.523","4.899","5.027","5.103","5.456","5.558","5.811","5.44","5.55","5.293","5.318","6.048","6.14","6.61","6.783","7.141","7.264","6.733","7.087","7.713","7.312","7.085","7.008","6.886","6.42","6.31","NA"
"INTL.2-2-MNP-BKWH.A","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA"
"INTL.2-2-NOR-BKWH.A","        Norway","75.112","78.076","78.1","83.115","89.195","91.946","90.684","93.863","94.846","95.189","97.448","99.716","100.219","101.586","102.558","104.516","103.945","104.129","110.537","110.449","112.976","115.491","109.594","103.759","109.154","113.351","110.464","113.955","115.653","112.506","120.145","114.557","118.431","119.216","116.661","119.688","121.595","122.226","NA"
"INTL.2-2-OMN-BKWH.A","        Oman","0.798","0.95","1.337","1.59","2.023","2.426","3.02","3.247","3.697","3.956","3.696","3.803","4.173","4.772","5.039","5.218","5.454","5.832","6.402","6.446","6.715","7.301","7.603","7.827","8.675","9.08","10.466","10.377","12.009","13.414","15.603","17.72","20.106","21.795","24.21","27.623","28.925","30.635","NA"
"INTL.2-2-PAK-BKWH.A","        Pakistan","10.157","11.417","15.41","16.977","19.074","21.82","23.855","26.011","29.904","31.801","30.54","31.409","35.409","33.573","39.864","38.853","38.402","42.557","40.043","44.938","48.012","51.07","53.603","58.486","61.561","68.446","73.691","73.608","70.176","73.529","75.887","75.371","78.389","84.422","86.068","91.336","95.488","105.498","NA"
"INTL.2-2-PSE-BKWH.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.031","1.683","1.523","2.263","1.824","2.124","2.264","2.43","2.727","2.8","2.933","3.492","3.556","3.909","3.865","4.805","4.709","4.619","5.177","5.217","5.314","NA"
"INTL.2-2-PAN-BKWH.A","        Panama","1.507","1.69","1.821","1.967","1.944","2.049","2.226","2.34","2.272","2.104","2.214","2.34","2.295","2.528","2.561","2.88","3.351","3.172","2.77","3.429","3.782","3.754","3.953","4.177","4.579","4.684","4.825","5.176","5.406","5.793","6.125","6.5","7.128","7.464","7.757","8.498","8.708","9.031","NA"
"INTL.2-2-PNG-BKWH.A","        Papua New Guinea","1.10577","1.08624","1.1532","1.27224","1.31688","1.37082","1.48614","1.5903","1.54566","1.57263","1.58565","1.58565","1.58565","1.58565","1.5903","1.41639","1.58286","1.45452","1.93905","1.75119","1.96695","2.40405","2.5761","2.88021","2.95182","3.099225","3.026685","3.105735","3.044355","3.111315","3.150375","3.276855","2.995995","3.170835","3.362415","3.35916","3.60375","3.65583","NA"
"INTL.2-2-PRY-BKWH.A","        Paraguay","0.721","0.815","0.832","0.861","1.032","1.386","1.846","2.683","2.83","2.76","2.345","2.576","2.521","2.574","2.753","3.263","3.967","3.549","3.822","3.947","4.183","4.284","4.406","4.206","4.21","4.499","4.883","5.352","5.698","6.237","6.778","7.497","8.125","9.046","9.829","10.614","11.051","11.593","NA"
"INTL.2-2-PER-BKWH.A","        Peru","8.657","9.353","10.107","9.688","10.455","10.744","11.408","12.091","11.52","11.583","11.307","12.31","10.535","11.808","11.231","13.429","14.056","14.653","15.767","16.339","17.25","18.186","19.302","20.171","21.488","22.9511","24.1751","26.6001","29.3581","29.1781","31.0341","35.7171","35.305","37.52","39.172","41.2705","44.442","45.816","NA"
"INTL.2-2-PHL-BKWH.A","        Philippines","16.765","15.349","15.988","16.865","16.944","18.07","17.677","16.446","18.356","20.858","21.459","20.698","19.03","19.884","24.575","26.485","29.12","31.569","34.025","33.741","37.315","39.495","40.555","43.864","46.419","47.371","47.62","49.472","50.63","51.817","56.869","58.441","61.328","64.103","66.457","71.157","78.301","81.74","NA"
"INTL.2-2-POL-BKWH.A","        Poland","101.019","95.575","96.655","102.171","106.52","110.962","116.002","121.1","123.521","123.086","114.361","107.914","103.209","104.181","105.022","107.654","111.299","113.58","113.445","111.397","113.336","113.629","112.03","115.861","119.408","120.119","126.182","129.653","132.208","127.498","134.765","137.9","138.957","139.986","141.596","144.433","149.422","152.895","NA"
"INTL.2-2-PRT-BKWH.A","        Portugal","14.906","15.058","15.973","16.887","17.319","18.436","19.341","20.358","20.466","23.065","23.965","25.189","25.92","26.271","27.389","29.226","30.754","32.489","34.302","36.159","38.56","40.256","41.617","43.411","45.087","46.315","48.03","49.096","48.676","48.325","50.118","48.598","46.761","46.066","45.949","46.533","46.966","47.068","NA"
"INTL.2-2-PRI-BKWH.A","        Puerto Rico","12.36993","12.14394","10.33602","10.53318","10.95819","10.77498","11.26137","12.03792","12.60336","12.52245","13.24975739","13.82075982","14.36479106","15.0454896","15.65558934","16.18850076","16.62747042","17.43098167","17.86713403","18.69672392","20.728","21.203","22.085","22.884","22.446","23.215","22.057","20.505","18.101","17.6518","17.3738","16.6428","17.705","17.591","17.516","17.342","17.9742","14.1382","NA"
"INTL.2-2-QAT-BKWH.A","        Qatar","2.033","2.303","2.611","2.825","3.049","3.497","3.846","3.939","3.909","4.137","4.279","4.112","4.564","4.871","5.105","5.155","5.789","6.044","7.112","7.807","7.953","8.66","9.52","10.454","11.523","12.513","14.841","16.906","18.789","21.192","24.688","27.087","30.648","30.548","34.151","36.656","37.36","40.25","NA"
"INTL.2-2-REU-BKWH.A","        Reunion","0.31527","0.35805","0.39804","0.45105","0.47337","0.51429","0.56079","0.62124","0.68727","0.73005","0.81747","0.88536","0.9765","0.98766","0.99882","1.07136","1.12295","1.3043","1.38007","1.38379","1.80513","1.95114","1.93068","2.01345","2.22177","2.32407","2.35662","2.40498","2.49984","2.58447","2.6505","2.69049","2.75187","2.74536","2.77791","2.83278","2.85417","2.92485","NA"
"INTL.2-2-ROU-BKWH.A","        Romania","59.543","62.258","62.039","63.398","65.926","67.505","71.794","71.281","74.159","75.104","64.647","53.477","50.139","49.034","48.186","50.154","51.684","48.27","45.158","41.389","42.354","43.107","42.639","45.565","46.752","47.767","48.886","49.764","50.264","45.423","48.342","49.771","48.918","46.716","48.146","49.135","49.643","51.185","NA"
"INTL.2-2-RUS-BKWH.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","864.351","807.823","701.881","712.081","700.221","689.786","675.259","688.434","715.612","719.277","728.789","742.568","763.484","774.327","816.516","840.724","855.65","816.125","858.517","874.823","889.147","881.106","891.083","890.149","909.571","918.578","NA"
"INTL.2-2-RWA-BKWH.A","        Rwanda","0.15681","0.15351","0.15348","0.15222","0.16252","0.17045","0.16129","0.17224","0.17603","0.18175","0.16617","0.17231","0.17082","0.15501","0.1598","0.15966","0.15092","0.16952","0.22152","0.18083","0.20002","0.20563","0.221","0.2296","0.19956","0.19309","0.21173","0.230056","0.253306","0.282386","0.330146","0.369066","0.39955","0.46114","0.50915","0.54128","0.63014","0.71161","NA"
"INTL.2-2-SHN-BKWH.A","        Saint Helena","0.00186","0.00186","0.00186","0.00186","0.00186","0.00186","0.00279","0.00372","0.00372","0.00465","0.00465","0.00465","0.00465","0.00465","0.00558","0.00558","0.00558","0.00558","0.00558","0.00465","0.00465","0.00465","0.00465","0.00651","0.00744","0.00744","0.00744","0.00744","0.00744","0.00744","0.00744","0.00744","0.00837","0.00837","0.00744","0.00651","0.00651","0.00651","NA"
"INTL.2-2-KNA-BKWH.A","        Saint Kitts and Nevis","0.03162","0.03162","0.03255","0.03069","0.03069","0.03069","0.03069","0.03162","0.03255","0.03255","0.05673","0.07347","0.07347","0.06045","0.0651","0.07068","0.07161","0.07905","0.08091","0.08556","0.08742","0.08742","0.09579","0.11067","0.11346","0.11625","0.11811","0.14601","0.15531","0.16089","0.17205","0.17577","0.186","0.19158","0.19158","0.1953","0.18879","0.18414","NA"
"INTL.2-2-LCA-BKWH.A","        Saint Lucia","0.05022","0.05394","0.05301","0.05952","0.05952","0.06324","0.0651","0.06975","0.09021","0.09021","0.09114","0.09207","0.13298972","0.14878558","0.15811134","0.1720654","0.17296943","0.18597494","0.20647904","0.22414239","0.2418","0.25017","0.25017","0.26133","0.2697","0.28272","0.28923","0.30225","0.30783","0.31713","0.33294","0.33666","0.336753","0.334893","0.332196","0.33387","0.34317","0.35061","NA"
"INTL.2-2-SPM-BKWH.A","        Saint Pierre and Miquelon","0.01488","0.0186","0.02232","0.02232","0.0279","0.03069","0.03255","0.03348","0.03534","0.03906","0.0372","0.03906","0.03906","0.0372","0.03813","0.03627","0.03627","0.03627","0.0372","0.0372","0.03813","0.0372","0.04371","0.04557","0.04185","0.0372","0.0372","0.03627","0.03813","0.03813","0.04092","0.04092","0.04185","0.04185","0.04185","0.04185","0.04278","0.04278","NA"
"INTL.2-2-VCT-BKWH.A","        Saint Vincent/Grenadines","0.02418","0.02511","0.0279","0.0279","0.03162","0.03534","0.0372","0.03999","0.04371","0.04464","0.04557","0.04743","0.05115","0.0558","0.05673","0.06417","0.06789","0.07068","0.07533","0.07533","0.0837","0.08742","0.09021","0.09579","0.10602","0.11718","0.11811","0.12369","0.12276","0.12276","0.12648","0.12276","0.12276","0.121923","0.139128","0.14694","0.1209","0.10974","NA"
"INTL.2-2-WSM-BKWH.A","        Samoa","0.03441","0.03441","0.03906","0.03534","0.03627","0.0372","0.03999","0.04092","0.04092","0.04464","0.04464","0.04464","0.05394","0.05394","0.05766","0.06138","0.06882","0.07161","0.08184","0.08835","0.08184","0.09765","0.11253","0.1023","0.09486","0.09765","0.1023","0.105276","0.107136","0.108996","0.108066","0.116436","0.10044","0.09672","0.110856","0.113646","0.117366","0.122946","NA"
"INTL.2-2-STP-BKWH.A","        Sao Tome and Principe","0.00837","0.00837","0.01023","0.01023","0.01395","0.01395","0.01302","0.01395","0.01395","0.01395","0.01395","0.01395","0.01395","0.01395","0.01674","0.01767","0.0186","0.01953","0.02046","0.02418","0.02604","0.02232","0.0279","0.02883","0.03255","0.03627","0.0372","0.03999","0.04185","0.04557","0.05022","0.05208","0.05673","0.05766","0.06696","0.07254","0.07626","0.08091","NA"
"INTL.2-2-SAU-BKWH.A","        Saudi Arabia","19.103","23.18","29.179","31.986","37.907","40.281","46.901","47.388","52.26","57.133","60.914","64.338","67.819","75.432","85.163","91.889","94.551","99.521","108.244","107.131","109.489","118.078","123.404","136.818","137.355","146.978","156.75","163.413","174.236","186.092","204.275","211.564","231.622","246.961","271.956","292.774","297.947","294.571","NA"
"INTL.2-2-SEN-BKWH.A","        Senegal","0.494","0.525","0.529","0.505","0.534","0.579","0.588","0.471","0.45","0.616","0.737","0.752","0.826","0.815","0.886","0.889","0.911","0.998","1.067","1.051","0.941","1.147","1.194","1.1","1.248","1.508","1.658","1.962","1.737","2.173","2.323","2.392","2.591","2.714","3.053","3.26","3.502","3.757","NA"
"INTL.2-2-SRB-BKWH.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","28.068","28.72","28.936","28.287","29.082","29.77","29","28.993","28.108","29.372","29.81","30.405","NA"
"INTL.2-2-SYC-BKWH.A","        Seychelles","0.04371","0.04743","0.04929","0.05208","0.05208","0.05766","0.05766","0.0651","0.07254","0.0744","0.08835","0.093","0.09579","0.1023","0.10974","0.11253","0.11625","0.12927","0.13857","0.15066","0.16554","0.1674","0.19065","0.1953","0.19716","0.20181","0.22041","0.23715","0.23529","0.24087","0.26319","0.28272","0.29388","0.31062","0.31713","0.32922","0.34224","0.372","NA"
"INTL.2-2-SLE-BKWH.A","        Sierra Leone","0.17484","0.19716","0.20832","0.21204","0.22599","0.15345","0.13764","0.13671","0.14973","0.19437","0.19623","0.20088","0.20088","0.20367","0.20739","0.0837","0.12555","0.0837","0.09579","0.06324","0.08277","0.12183","0.13764","0.12555","0.10416","0.07254","0.03627","0.05301","0.12555","0.11997","0.15159","0.15996","0.16089","0.14787","0.16647","0.18693","0.18972","0.19437","NA"
"INTL.2-2-SGP-BKWH.A","        Singapore","6.07","6.514","6.893","7.593","8.242","8.746","9.398","10.541","11.644","12.369","14.035","15.191","16.348","17.576","19.215","20.546","21.613","24.133","25.495","26.483","27.853","30.063","31.256","32.256","33.392","35.642","36.965","38.458","39.201","39.634","41.415","42.159","43.338","44.072","45.502","46.599","47.688","48.694","NA"
"INTL.2-2-SVK-BKWH.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","23.426","23.959","24.362","26.252","25.266","25.306","24.501","24.856","25.297","25.404","25.224","25.771","24.377","25.486","26.432","26.458","24.8912","25.985","26.26","25.487","25.038","25.638","25.961","26.617","27.65","NA"
"INTL.2-2-SVN-BKWH.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","9.069","8.859","9.812","9.666","9.572","9.966","10.284","10.478","10.988","11.354","12.127","12.511","12.997","13.195","13.656","13.747","13.295","11.778","12.4","12.953","12.887","12.919","12.87","13.186","13.405","13.862","NA"
"INTL.2-2-SLB-BKWH.A","        Solomon Islands","0.0186","0.02232","0.02232","0.02232","0.02418","0.02511","0.02604","0.02604","0.02604","0.02604","0.0279","0.0279","0.0279","0.0279","0.0279","0.03069","0.03534","0.03906","0.04371","0.04836","0.05394","0.05487","0.0558","0.05487","0.05487","0.0651","0.06696","0.07626","0.07626","0.07626","0.07812","0.07998","0.07626","0.08184","0.08463","0.08928","0.09486","0.09951","NA"
"INTL.2-2-SOM-BKWH.A","        Somalia","0.10509","0.06975","0.0744","0.093","0.12276","0.19344","0.22134","0.2232","0.22506","0.22599","0.22878","0.23157","0.23157","0.23436","0.23715","0.23808","0.24087","0.24087","0.2418","0.24273","0.21855","0.22785","0.23994","0.25389","0.24459","0.25389","0.26226","0.27156","0.27993","0.28365","0.28551","0.2883","0.30132","0.31062","0.310713","0.311736","0.31806","0.32271","NA"
"INTL.2-2-ZAF-BKWH.A","        South Africa","85.519","98.892","103.266","104.497","119.026","124.624","132.13","134.021","140.348","144.62","144.692","146.26","143.58","148.02","154.1","161.668","165.373","172.357","172.043","173.851","180.103","180.285","190.373","196.132","200.007","205.045","210.633","220.417","213.636","204.606","214.956","218.301","212.61","211.466","211.893","209.17","207.121","208.311","NA"
"INTL.2-2-KOR-BKWH.A","        South Korea","32.064","34.657","36.97","41.587","46.327","50.146","55.935","63.546","73.367","81.014","94.492","107.473","118.985","126.065","163.296","180.038","199.951","218.276","212.458","212.019","259.543","279.255","296.4","312.892","332.926","350.194","364.485","387.021","402.9","409.232","450.418","473.015","483.189","488.405","495.957","499.859","508.754","511.761","NA"
"INTL.2-2-SSD-BKWH.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.392","0.417","0.433","0.516","0.542","0.486","NA"
"INTL.2-2-ESP-BKWH.A","        Spain","97.231","99.205","99.595","104.163","108.653","111.865","114.255","114.291","115.046","125.846","129.219","131.902","133.969","133.844","139.597","145.402","150.65","162.581","168.488","180.703","193.917","206.603","212.103","222.92","235.23","246.13","251.871","255.544","259.077","246.047","248.445","245.429","242.293","235.453","233.248","237.758","239.51","242.014","NA"
"INTL.2-2-LKA-BKWH.A","        Sri Lanka","1.398","1.5","1.686","1.744","1.854","2.044","2.215","2.23","2.344","2.336","2.593","2.718","2.577","3.223","3.553","3.87","3.646","4.109","4.481","4.746","4.985","5.25","5.489","5.975","6.524","7.434","6.863","7.945","8.129","8.175","8.954","9.781","10.168","10.464","10.532","11.789","12.668","14.558","NA"
"INTL.2-2-SDN-BKWH.A","        Sudan","0.58","0.782","0.83","0.878","1.053","1.09","1.128","1.137","1.022","1","1.239","1.217","1.251","1.223","1.289","1.297","1.342","1.282","1.421","1.968","2.175","1.871","2.245","2.422","2.504","3.019","3.413","3.764","4.19","4.992","6.047","6.659","7.536","8.52","7.81","8.764","10.025","10.955","NA"
"INTL.2-2-SUR-BKWH.A","        Suriname","1.446","1.254","1.231","1.003","1.041","1.116","1.105","0.623","0.822","1.251","1.41","1.564","1.607","1.63","1.65","1.474","1.289","1.295","1.303","1.32","1.276","1.293","1.339","1.358","1.374","1.381","1.425","1.423","1.409","1.409","1.5342","1.7174","1.6159","1.729","1.755","1.721","1.603","1.604","NA"
"INTL.2-2-SWE-BKWH.A","        Sweden","86.436","89.64","92.349","102.763","111.686","121.77","121.334","129.113","130.31","131.254","130.235","132.002","129.713","130.16","129.062","131.873","131.409","131.792","132.67","132.392","135.156","137.739","135.654","133.077","135.389","135.481","135.607","135.921","133.415","128.304","137.238","129.401","132.509","129.52","127.298","130.443","133.529","133.405","NA"
"INTL.2-2-CHE-BKWH.A","        Switzerland","34.615","35.71","36.258","37.462","39.017","40.349","41.468","42.852","44.173","46.366","46.815","47.94","48.24","47.782","48.229","49.073","48.918","48.925","49.622","52.28","52.633","54.312","54.084","55.458","56.446","57.527","58.034","57.695","58.997","57.762","60.051","58.867","59.217","59.473","57.725","58.459","58.468","58.753","NA"
"INTL.2-2-SYR-BKWH.A","        Syria","2.953","3.543","4.659","6.317","7.244","7.685","7.561","7.247","5.354","5.753","5.268","5.11","4.259","4.918","5.791","9.829","11.206","11.556","13.814","14.337","16.158","17.785","19.549","20.938","23.232","25.656","27.305","28.507","29.93","29.66","36.335","33.111","28.768","19.775","16.69","14.068","14.196","14.279","NA"
"INTL.2-2-TWN-BKWH.A","        Taiwan","39.227","38.709","40.069","44.374","48.276","48.242","54.327","59.606","65.765","73.179","76.078","83.451","89.274","96.885","103.687","102.292","108.047","115.757","141.334","148.623","163.483","167.613","177.443","186.872","192.039","201.262","208.361","215.753","213.078","203.931","220.384","224.903","224.309","229.052","234.357","233.111","237.981","240.701","NA"
"INTL.2-2-TJK-BKWH.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","16.213","14.165","13.783","13.655","13.401","12.899","12.772","13.118","13.29","13.189","14.105","13.817","14.223","14.425","14.632","14.471","14.88","13.916","14.085","13.778","13.695","13.469","11.893","12.975","12.959","13.689","NA"
"INTL.2-2-TZA-BKWH.A","        Tanzania","1.1","1.149","1.139","1.147","1.141","1.122","1.077","1.083","1.118","1.237","1.367","1.479","1.415","1.399","1.33","1.558","1.796","1.576","2.213","1.812","1.931","2.07","2.213","2","2.35","2.52","2.557","3.264","3.481","2.963","4.105","3.784","4.353","4.591","4.9","5.156","6.423","6.492","NA"
"INTL.2-2-THA-BKWH.A","        Thailand","12.916","13.633","14.861","17.422","19.343","20.955","22.981","25.828","29.21","33.929","39.609","42.653","48.591","55.114","60.807","69.686","76.234","75.962","75.237","78.315","82.114","86.534","94.023","102.622","110.213","116.12","122.552","126.682","129.344","129.656","145.985","145.508","156.3","161.662","162.853","168.045","187.451","188.526","NA"
"INTL.2-2-BHS-BKWH.A","        The Bahamas","0.74307","0.66402","0.70866","0.76167","0.75702","0.78678","0.79143","0.79329","0.79515","0.8091","0.83049","0.99231","1.01835","1.06392","1.11693","1.09647","1.12809","1.19226","1.29549","1.36152","1.45545","1.51218","1.59588","1.6833","1.66935","1.76142","1.79304","1.90185","1.9065","1.80885","1.693995","1.732218","1.597647","1.584627","1.61727","1.68981","1.65819","1.62471","NA"
"INTL.2-2-TLS-BKWH.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
